publish_date,headline_category,headline_text
2014-06-28 00:00:00,ONGC,ONGC to invest over Rs 5;700 crore in Mumbai field
2014-07-01 00:00:00,SBI,SBI to open digital bank in malls; will offer instant loans
2014-07-02 00:00:00,NTPC,Government decision on block de-allocation cost NTPC 2 years of progress
2014-07-02 00:00:00,SBI,Fire in SBI's GU branch
2014-07-03 00:00:00,NTPC,Govt decision on coal blocks cost NTPC 2 years
2014-07-03 00:00:00,NTPC,Govt decision on coal blocks cost NTPC 2 years
2014-07-03 00:00:00,NTPC,NTPC land scam: Two revenue officials booked
2014-07-04 00:00:00,SBI,Sanjiv Shankaran: Name of NDA's disinvestment game - sell shares in SAIL; buy some in SBI
2014-07-05 00:00:00,ICICI,StanChart; ICICI Pru tie up for distribution
2014-07-05 00:00:00,SBI,Sanjiv Shankaran: Name of NDA's disinvestment game: sell shares in SAIL; buy some in SBI
2014-07-06 00:00:00,SBI,SBI unveils its digital banking initiative
2014-07-07 00:00:00,ITC,Indu and Sulakshana pose for shutterbugs at the launch of a book on diet at ITC Grand Chola in Chennai
2014-07-08 00:00:00,NTPC,Top NTPC executive; wife 'held hostage' after car accident
2014-07-09 00:00:00,NTPC,NTPC mechanical failure triggers power cuts
2014-07-13 00:00:00,SBI,Major fire damages 118-year-old SBI building; 40 staff escape
2014-07-14 00:00:00,SBI,SBI building flouted fire safety norms; staff had close shave
2014-07-14 00:00:00,ITC,ITC Hotels to get its first five-star property in Goa
2014-07-15 00:00:00,NTPC,NTPC loses tariff battle
2014-07-15 00:00:00,ONGC,Govt considers selling 5% stake in ONGC
2014-07-15 00:00:00,SBI,SBI cuts rate on short-term fixed deposits by 0.5%
2014-07-16 00:00:00,SBI,SBI reduces short-term FD rates by 50bps
2014-07-16 00:00:00,TECH,3 more reports fabricated; finds IMTECH
2014-07-17 00:00:00,TECH,IMTECH fake data case: US journal to keep watch on authors involved; doesn't blacklist
2014-07-18 00:00:00,NTPC,NTPC rings alarm bell: Less than 2 days of coal stock left
2014-07-20 00:00:00,ITC,Ananth Nag and Girish Karnad attend a book launch at ITC Windsor; Bangalore
2014-07-21 00:00:00,ITC,Kiran Mazumdar Shaw and John Shaw at ITC Gardenia; Bangalore
2014-07-21 00:00:00,SBI,Imposter nabbed for cheating in SBI clerk exam
2014-07-21 00:00:00,HDFC,HDFC Bank Q1 net up 21%; lags estimates
2014-07-21 00:00:00,HDFC,HDFC Bank says conditions for merger better; but no discussions
2014-07-22 00:00:00,HDFC,HDFC April-June profit up 15% at Rs 1;345 crore
2014-07-22 00:00:00,HDFC,HDFC Bank's Q1 net grows slowest in 10 years
2014-07-22 00:00:00,HDFC,Merger at appropriate time; HDFC chairman Deepak Parekh says
2014-07-22 00:00:00,UPL,UPLA cadre nabbed
2014-07-26 00:00:00,NTPC,HC begins hearing in NTPC-RIL row
2014-07-26 00:00:00,ICICI,Post RBI infra bond breather; ICICI looks to raise Rs 1;000 crore at a rate of 9.15% semi-annually
2014-07-28 00:00:00,HCL,Hexaware Technologies appoints HCL Tech's R Srikrishna as CEO
2014-07-30 00:00:00,ITC,35th Anniversary Menu at Bukhara; ITC Maurya
2014-07-30 00:00:00,ITC,ITC Q1 net jumps 16% to Rs 2;186cr
2014-07-31 00:00:00,ITC,ITC eyes bigger slice of food business
2014-07-31 00:00:00,HCL,HCL Technologies Q4 net profit up 54%; beats estimates
2014-07-31 00:00:00,HCL,HCL Technologies Q4 net profit up 54%; beats estimates
2014-08-01 00:00:00,ICICI,ICICI Bank Q1 net up 17%
2014-08-01 00:00:00,HCL,HCL Tech outperforms Infosys; Wipro
2014-08-01 00:00:00,NTPC,NTPC Q1 profit dips on new tariff norms
2014-08-03 00:00:00,HDFC,Opening soon in Gurgaon; HDFC School
2014-08-08 00:00:00,ITC,Ila Naidu lives the high life at ITC Gardenia; Bangalore
2014-08-08 00:00:00,HCL,HCL signs $400 million deal with Alcatel-Lucent
2014-08-08 00:00:00,NTPC,Eight suffer burns in accident at NTPC Korba plant
2014-08-08 00:00:00,SBI,SBI net profit grows only 3% as NPA provisions rise 72%
2014-08-09 00:00:00,SBI,SBI wants external agency to run Bhushan Steel after MD's arrest
2014-08-09 00:00:00,SBI,SBI posts first profit growth in 6 quarters
2014-08-09 00:00:00,SBI,SBI sees surge in agri loan defaults
2014-08-09 00:00:00,SBI,Lens on SBI after complaints
2014-08-11 00:00:00,HDFC,Sensex rises for 1st time in 4 sessions; HDFC; M&M lead gains
2014-08-12 00:00:00,ITC,Bangaloreans get into gear for vintage car rally at ITC Windsor
2014-08-12 00:00:00,SBI,6 held for forging papers to borrow Rs 1.06 crore from SBI
2014-08-13 00:00:00,HCL,HCL Tech is IT's stock market star
2014-08-14 00:00:00,TECH,IMTECH retraction case reaches CVC
2014-08-15 00:00:00,ITC,ITC enters e-cigarette business
2014-08-15 00:00:00,ITC,Boldenone controversy: RWITC forced to rethink rule
2014-08-17 00:00:00,ONGC,Top 9 sensex companies add Rs 66;483 crore in m-cap; HDFC; ONGC shine
2014-08-19 00:00:00,NTPC,CIL; NTPC stay away from ICVL's Mozambique buy
2014-08-19 00:00:00,ONGC,ONGC charges frivolous; oil ministry tells Delhi high court in case against RIL
2014-08-20 00:00:00,ICICI,ICICI offers EMIs on debit card spends
2014-08-20 00:00:00,HDFC,HDFC Life to turn activist investor
2014-08-20 00:00:00,HDFC,HDFC Bank tops WPP's BrandZ report with value of $9.4 billion
2014-08-21 00:00:00,ONGC,Govt stand in ONGC case against RIL raises hackles
2014-08-22 00:00:00,NTPC,NTPC aid to 2013 police firing victims
2014-08-22 00:00:00,SBI,Garo rebels release SBI employee
2014-08-22 00:00:00,NTPC,State plunges into darkness; NTPC snaps 400 MW power supply
2014-08-24 00:00:00,ITC,ITC replaces TCS as India's most admired company
2014-08-26 00:00:00,SBI,SBI Ladies Club lends helping hand to orphans
2014-08-27 00:00:00,ONGC,Subsidy burden to come down for ONGC; OIL
2014-08-27 00:00:00,SBI,SBI; HDFC lower home loan rates
2014-08-30 00:00:00,ITC,ITC develops shelf-ready packaging solution for FMCG industry
2014-08-31 00:00:00,SBI,PM's bank account scheme a game changer: SBI official
2014-08-31 00:00:00,SBI,SBI deputy manager in Rajkot sent to five day police custody
2014-08-31 00:00:00,SBI,SBI officer held for siphoning off money
2014-09-01 00:00:00,SBI,21 booked for duping SBI for fake car loans
2014-09-01 00:00:00,ONGC,Govt ready with ONGC share sale
2014-09-02 00:00:00,SUN,SUNIL KUMAR BHATIA
2014-09-03 00:00:00,SBI,SBI opens 1.14 lakh accounts in Punjab; Haryana; HP; J&K
2014-09-03 00:00:00,ONGC,ONGC bats for $6-7/unit gas price
2014-09-04 00:00:00,NTPC,Goyal clears coal swap between NTPC; Gujarat units
2014-09-04 00:00:00,NTPC,NTPC unit failed day after PM inaugurated it last month
2014-09-05 00:00:00,SBI,Clarification from SBI on coal scam
2014-09-06 00:00:00,SBI,No plea in SC on loans to cos with coal blocks: SBI
2014-09-07 00:00:00,ITC,RWITC signs Omkar for Invitation Cup
2014-09-09 00:00:00,HCL,IHCL's Sea Rock hotel plan awaits approvals
2014-09-10 00:00:00,ITC,Anupama and Michael celebrate Onam at ITC Windsor; Bangalore
2014-09-10 00:00:00,ITC,Surojit and Aparna attend whiskey awards at ITC Gardenia; Bangalore
2014-09-11 00:00:00,SBI,SBI shortlists 9 banks for share sale
2014-09-11 00:00:00,SBI,Rajan; SBI chief in influential list
2014-09-11 00:00:00,ICICI,'Cardless cash' at ICICI ATMs
2014-09-11 00:00:00,ONGC,Disinvestment in Coal India; ONGC; NHPC to fetch record Rs 45;000 crore
2014-09-12 00:00:00,ITC,ITC; L&T can help govt raise over Rs 43k cr
2014-09-13 00:00:00,SBI,We have home loan delivery issues: SBI chairman Arundhati Bhattachrya
2014-09-14 00:00:00,ITC,Manjusha and Vandya enjoy an evening of theatre at ITC Windsor; Bangalore
2014-09-14 00:00:00,HCL,Employees generate ideas worth $500 million; HCL Technologies says
2014-09-15 00:00:00,SBI,SBI has 50% share in mobile banking
2014-09-17 00:00:00,AXIS,Kalam to flag off VNIT's tech-fest AXIS on Sept 26
2014-09-17 00:00:00,NTPC,AP govt allots land to NTPC; Sameer projects
2014-09-17 00:00:00,SBI,SBI rejigs term deposit rates
2014-09-17 00:00:00,SUN,MRS SUNEETA PURI
2014-09-21 00:00:00,SBI,Even SBI exams rigged by proxies of scam-riddled MPPEB
2014-09-21 00:00:00,SBI,Madhya Pradesh: Even SBI exams rigged by proxies of scam-riddled MPPEB
2014-09-23 00:00:00,ITC,ETF with L&T; ITC; Axis stocks planned
2014-09-23 00:00:00,ICICI,ICICI Bank's app prebooks services
2014-09-23 00:00:00,ONGC,Three independent directors ousted from ONGC board
2014-09-25 00:00:00,SBI,SBI; ICICI allow kids to operate bank accounts
2014-09-25 00:00:00,SBI,SBI shares to be split in 1:10 ratio
2014-09-25 00:00:00,HCL,HCL Tech gets new CMO
2014-09-28 00:00:00,SBI,SBI not likely to make aggressive festival offers
2014-09-29 00:00:00,AXIS,AXIS stimulates the creative urge in students
2014-09-30 00:00:00,ITC,Punjab bags ITCTA award for rural tourism initiative
2014-09-30 00:00:00,ONGC,ONGC employees suffer
2014-10-01 00:00:00,SBI,SBI reduces fixed deposits rates
2014-10-01 00:00:00,SBI,SBI official; 26 AFK workers acquitted
2014-10-01 00:00:00,SBI,Another non-home hub of SBI inaugurated
2014-10-02 00:00:00,HCL,Wipro; HCL Tech may bid for CSC units if it splits
2014-10-03 00:00:00,SBI,SBI participates in 'swachh' campaign
2014-10-05 00:00:00,ONGC,Modi's energy synergy: ONGC; GSPC alliance on the cards
2014-10-06 00:00:00,ITC,Fashion designer Rehane poses in a white and gold ensemble at a fashion show at ITC Grand Chola in Chennai
2014-10-06 00:00:00,ITC,Fashion designer Rehane poses in a white and gold ensemble at a fashion show at ITC Grand Chola in Chennai
2014-10-08 00:00:00,NTPC,NTPC eyes $5 billion power assets
2014-10-08 00:00:00,SBI,SBI MD in city for 2-day visit
2014-10-12 00:00:00,SUN,SIIMA Awards today on SUN TV
2014-10-13 00:00:00,SBI,SBI growing with India-Singapore trade
2014-10-15 00:00:00,SBI,SBI links free ATM usage to balance; branch visits
2014-10-16 00:00:00,ITC,Karnataka served on a plate at ITC Windsor; Bangalore
2014-10-16 00:00:00,NTPC,Pvt companies walk out; NTPC sole bidder for 2 UMPPs
2014-10-17 00:00:00,HCL,HCL Technologies Q1 net up 32.3% at Rs 1;873 crore
2014-10-17 00:00:00,HCL,HCL announces Q1 results; shares plunge 8.78%
2014-10-18 00:00:00,HCL,HCL Tech scrip tanks 9% on subdued performance
2014-10-18 00:00:00,HCL,HCL Tech scrip tanks 9% on subdued performance
2014-10-18 00:00:00,HCL,Disappointing TCS; HCL Tech numbers leave IT defenceless
2014-10-20 00:00:00,ONGC,ONGC to gain Rs 1;950cr this fiscal
2014-10-20 00:00:00,HCL,We'll post industry-leading growth this year: HCL CEO Anant Gupta
2014-10-22 00:00:00,HDFC,Merger case with parent weakens: HDFC Bank
2014-10-23 00:00:00,HDFC,HDFC July-Sept net meets forecast; up 7% at Rs 1;358cr
2014-10-23 00:00:00,SBI,SBI Mutual Fund launches inflation indexed bond fund
2014-10-27 00:00:00,HDFC,HDFC expects more sops from RBI for bank merger
2014-10-27 00:00:00,ONGC,ONGC ramps up Mumbai offshore production by 8% as it faces scrutiny from oil ministry
2014-10-28 00:00:00,ITC,Saad Bin Jung launches his book at the ITC Windsor; Bangalore
2014-10-28 00:00:00,ONGC,ONGC Aims To Increase Its Overseas Output Of Oil By 2018
2014-10-29 00:00:00,ONGC,ONGC goes for quick fix to pump up output at wells
2014-10-29 00:00:00,ICICI,NRI investors sue ICICI Venture over losses
2014-10-30 00:00:00,ITC,Golf enthusiasts get together at ITC Windsor; Bangalore
2014-10-30 00:00:00,ITC,RWITC Stewards' Bullseye decision surprises many
2014-10-30 00:00:00,ICICI,ICICI Bank Q2 profit up 15%; beats estimates
2014-10-31 00:00:00,ITC,Aslam Kader gets RWITC nod
2014-10-31 00:00:00,ITC,ITC Q2 profit up 8.72% to Rs 2;425.16 crore
2014-11-01 00:00:00,ITC,ITC profit jumps 16% to Rs 2;425cr
2014-11-04 00:00:00,TECH,IMTECH director honoured for 'clot buster' drug
2014-11-04 00:00:00,HDFC,FIIs hike stake in HDFC to record-high of nearly 78%
2014-11-05 00:00:00,NTPC,Russian firm raises fresh demand of $248m from NTPC
2014-11-05 00:00:00,ITC,Zavaray to contest RWITC polls
2014-11-06 00:00:00,ITC,ET: Samsung pips ITC to become 2nd largest consumer co
2014-11-07 00:00:00,ITC,Indu and Sulakshana pose for shutterbugs at the launch of a book on diet at ITC Grand Chola in Chennai
2014-11-08 00:00:00,ITC,RWITC gets licence to race
2014-11-09 00:00:00,SBI,SBI's Arundhati Bhattacharya most powerful Indian woman in business: Fortune
2014-11-11 00:00:00,ITC,Ila Naidu soaks in the Christmas spirit at ITC Windsor; Bengaluru
2014-11-13 00:00:00,ITC,ITC-Abhay Prashal lease pact flouted; dist admn to take action
2014-11-15 00:00:00,ONGC,ONGC net slips 10% as crude price slump bites
2014-11-15 00:00:00,SBI,SBI to upgrade service system
2014-11-15 00:00:00,SBI,SBI net up 31%
2014-11-15 00:00:00,HDFC,FIPB clears HDFC Bank's plan to hike foreign holding to 74%
2014-11-18 00:00:00,SBI,Adani's Australian project gets $1 billion SBI loan
2014-11-19 00:00:00,ONGC,Govt hurries Rs 40;000 crore stake sale in Coal India; ONGC
2014-11-19 00:00:00,ONGC,Gas leak from ONGC well triggers scare in Mehsana village
2014-11-20 00:00:00,NTPC,NTPC; state PSU to set up thermal plant
2014-11-20 00:00:00,ONGC,ONGC contains natural gas leak from its well
2014-11-21 00:00:00,SBI,Net outgo of $200m in Adani loan: SBI
2014-11-21 00:00:00,SBI,Congress questions SBI's $1 billion loan to Adani for coal mine Down Under
2014-11-24 00:00:00,SBI,Jaitley rejects Congress's criticism of SBI loan to Adani
2014-11-26 00:00:00,ITC,ITC plans to eat into Britannia's cookie pie
2014-11-26 00:00:00,ONGC,Probe report on ONGC's KG block delay by December 24
2014-11-28 00:00:00,SBI,TMC questions SBI loan to Adani group
2014-11-29 00:00:00,ITC,ITC eyes a slice of Britannia cookie pie
2014-11-29 00:00:00,ITC,Horse Racing - RWITC mulls pro stewards
2014-12-01 00:00:00,ICICI,ICICI to refund over Rs 6 lakh to senior citizen
2014-12-02 00:00:00,ITC,RWITC Stewards hear Bullseye case tapes
2014-12-03 00:00:00,HDFC,Premji eyes Rs 600 crore stake in HDFC Life
2014-12-04 00:00:00,ICICI,ICICI; HDFC Bank cut FD rates
2014-12-05 00:00:00,NTPC,4 held for posing as NTPC officers to dupe job-seekers
2014-12-05 00:00:00,SBI,Hackers targets SBI card holder; purchases blocked
2014-12-05 00:00:00,ONGC,ONGC selloff stuck on subsidy share
2014-12-05 00:00:00,HDFC,HDFC Bank to cut lending rate by March: Aditya Puri
2014-12-06 00:00:00,ICICI,ICICI Bank to sell its Russian subsidiary
2014-12-06 00:00:00,SBI,SBI to raise USD 300 million via bonds
2014-12-06 00:00:00,NTPC,NTPC Mulls Options to Revive Dabhol Plant
2014-12-07 00:00:00,NTPC,Discoms: Can't pay new NTPC rates
2014-12-09 00:00:00,ICICI,ICICI caps free ATM transactions at 5 from Jan 1
2014-12-10 00:00:00,SBI,SBI's new Composite Index points to turnaround in IIP
2014-12-11 00:00:00,ITC,Cake mixing at ITC Fortune; Bengaluru
2014-12-12 00:00:00,ITC,Babita and Kawal at ITC Fortune; Bengaluru
2014-12-12 00:00:00,SBI,PSU bankers paid very poorly; rues SBI chief
2014-12-12 00:00:00,ITC,RWITC must file police complaint
2014-12-15 00:00:00,SBI,SBI studies if women can work from home
2014-12-16 00:00:00,ITC,A girlie evening at ITC Windsor; Bengaluru
2014-12-16 00:00:00,ITC,A girlie evening at ITC Windsor; Bengaluru
2014-12-16 00:00:00,NTPC,Maharashtra CM asks NTPC to buy Dabhol power
2014-12-16 00:00:00,ITC,Close fight in RWITC polls
2014-12-17 00:00:00,ITC,RWITC polls: 74% voting recorded
2014-12-18 00:00:00,ICICI,ICICI; Bank of Baroda fined for not spotting fraud
2014-12-19 00:00:00,HCL,HCL signs deal with MongoDB
2014-12-19 00:00:00,ONGC,ONGC gets Rs 1;000cr VAT relief from Gujarat HC
2014-12-19 00:00:00,ITC,Dhunjibhoy now holds RWITC reins
2014-12-20 00:00:00,ITC,Samantha launched the Times Food and Nightlife Awards 2015 at ITC Grand Chola in Chennai
2014-12-20 00:00:00,ITC,Samantha launched the Times Food and Nightlife Awards 2015 at ITC Grand Chola in Chennai
2014-12-20 00:00:00,SBI,SBI launches tech learning centers
2014-12-20 00:00:00,HDFC,FIPB clears HDFC proposal to raise Rs 10K cr
2014-12-20 00:00:00,HDFC,FIPB clears HDFC Bank's proposal to raise Rs 10;000 crore
2014-12-21 00:00:00,ONGC,Eight companies add Rs 55;171 crore in m-cap; TCS; ONGC shine
2014-12-24 00:00:00,SBI,SBI bank heist bid: Cops don't rule out SIMI hand
2014-12-25 00:00:00,ONGC,Leopard spotted on ONGC campus at Hazira
2014-12-30 00:00:00,HDFC,FDs of NBFCs like HDFC; Mahindra Finance in demand as clamour for rate cut gets louder
2015-01-02 00:00:00,ITC,Sonya Suri brings in New Year at ITC Windsor in Bengaluru
2015-01-02 00:00:00,ITC,Sonya Suri brings in New Year at ITC Windsor in Bengaluru
2015-01-02 00:00:00,ITC,Anushka and Aanchal celebrate New Year's Eve at ITC Gardenia
2015-01-02 00:00:00,ITC,Anushka and Aanchal celebrate New Year's Eve at ITC Gardenia
2015-01-03 00:00:00,ITC,New Year brunch at ITC Windsor; Bengaluru
2015-01-03 00:00:00,ITC,New Year brunch at ITC Windsor; Bengaluru
2015-01-04 00:00:00,ITC,Starting on a foodie note at ITC Gardenia; Bengaluru
2015-01-04 00:00:00,ITC,Starting on a foodie note at ITC Gardenia; Bengaluru
2015-01-07 00:00:00,SUN,SUNANDA Pushkar's MYSTERIOUS death details revealed
2015-01-07 00:00:00,HCL,HCL rewards top performers with foreign trip; Mercedes
2015-01-08 00:00:00,SUN,KONARK SUN TEMPLE
2015-01-09 00:00:00,HDFC,HDFC Bank reaches out to unbanked dairy farmers
2015-01-09 00:00:00,NTPC,NTPC seeks Rs 190 crore to maintain old; inefficient power plant
2015-01-10 00:00:00,ITC,ITC management rejig brings in young blood
2015-01-10 00:00:00,ONGC,Subsidy relief buzz: ONGC; OIL shares surge 3%
2015-01-10 00:00:00,HDFC,HDFC Bank's digital push to help senior citizens
2015-01-10 00:00:00,HDFC,HDFC Bank's digital push to help senior citizens
2015-01-12 00:00:00,NTPC,NTPC will bid for coal blocks in next auctions: Top executive
2015-01-13 00:00:00,ONGC,ONGC; Goa to build solar power plant
2015-01-13 00:00:00,HDFC,HDFC Bank uses e-clout to launch digital wallet
2015-01-15 00:00:00,SBI,SBI turns to tech to take on private banks
2015-01-16 00:00:00,ITC,All roads lead to ITC Gardenia; Bengaluru
2015-01-16 00:00:00,ITC,All roads lead to ITC Gardenia; Bengaluru
2015-01-16 00:00:00,NTPC,State & NTPC to give Tandwa thermal power project a boost
2015-01-16 00:00:00,ITC,Sukhna closure costs CITCO Rs 35 lakh
2015-01-17 00:00:00,NTPC,New coal linkage will slash NTPC Mouda power cost
2015-01-17 00:00:00,NTPC,New coal linkage will slash NTPC Mouda power cost
2015-01-18 00:00:00,HDFC,'HDFC Bank among world's 50 most valued banks in 2014'
2015-01-20 00:00:00,ICICI,ICICI allows transfer of funds via Twitter
2015-01-20 00:00:00,SBI,SBI; BPCL to be hit by Swiss Franc swing
2015-01-20 00:00:00,ONGC,ONGC; Pan-IIT sign MoC to boost 'Make in India' campaign
2015-01-21 00:00:00,ITC,Gayathri has a gala time at a fashion show at ITC Grand Chola in Chennai
2015-01-21 00:00:00,ITC,Gayathri has a gala time at a fashion show at ITC Grand Chola in Chennai
2015-01-21 00:00:00,SBI,SBI told to pay Rs 3 lakh for online; ATM fraud
2015-01-21 00:00:00,SBI,Cops solve Rs 1.8 crore fraud in SBI Vayusena Nagar; Nagpur
2015-01-22 00:00:00,HDFC,Indus Ind; Axis; HDFC & Vodafone asked to pay Rs 8 lakh to businessman
2015-01-22 00:00:00,ITC,ITC misses street estimate as cigarette tax weighs heavy
2015-01-22 00:00:00,SBI,Nagpur cops pick up key accused in SBI fraud case
2015-01-23 00:00:00,ITC,Raghu Dixit attends a book launch at ITC Windsor; Bengaluru
2015-01-23 00:00:00,ITC,Raghu Dixit attends a book launch at ITC Windsor; Bengaluru
2015-01-23 00:00:00,ITC,A ladies' club party at ITC Kakatiya in Hyderabad
2015-01-23 00:00:00,ITC,A ladies' club party at ITC Kakatiya in Hyderabad
2015-01-23 00:00:00,HCL,What HCL; Infosys and others are doing to retain talent
2015-01-27 00:00:00,ONGC,ONGC agrees to Cairn being given Raj block ext
2015-01-29 00:00:00,HDFC,CCEA clears HDFC Bank's proposal to raise Rs 10;000 crore
2015-01-30 00:00:00,HCL,HCL Tech reports 28% rise in Q2 profit
2015-01-31 00:00:00,ICICI,ICICI Bank Q3 net at record Rs 2;889cr
2015-01-31 00:00:00,HCL,HCL Tech beats peers in Q3 results
2015-01-31 00:00:00,SBI,Youth robbed of cash near SBI branch at 7 number stop
2015-02-02 00:00:00,SBI,SBI mulls composite agents for selling various products
2015-02-02 00:00:00,HCL,HCL Tech: More mid-sized deals coming via digital services
2015-02-03 00:00:00,SBI,RIL-SBI in race to set up payments bank
2015-02-03 00:00:00,HDFC,19 nationalized lenders' combined m-cap less than HDFC Bank's Rs 2.64 lakh crore
2015-02-03 00:00:00,HDFC,19 nationalized lenders' combined m-cap less than HDFC Bank's 2.64L cr
2015-02-04 00:00:00,SBI,SBI; PNB; Vodafone told to pay Rs 45 lakh to online fraud victim
2015-02-05 00:00:00,ITC,Ila and Wanitha soak in the art at ITC Windsor; Bengaluru
2015-02-05 00:00:00,ITC,Ila and Wanitha soak in the art at ITC Windsor; Bengaluru
2015-02-05 00:00:00,HDFC,HDFC Bank hits mkts to raise Rs 10k cr
2015-02-06 00:00:00,HDFC,HDFC Bank raises Rs 9;800cr via QIP; ADR
2015-02-07 00:00:00,SBI,RIL's 4G play helped seal tie-up with SBI
2015-02-08 00:00:00,ONGC,ONGC disinvestment unlikely this fiscal
2015-02-11 00:00:00,ICICI,ICICI Bank introduces digital wallet app 'Pockets'
2015-02-12 00:00:00,NTPC,CM asks for probe into NTPC official assault
2015-02-12 00:00:00,SBI,SBI mutual fund launches SBI Banking & Financial Services Fund
2015-02-12 00:00:00,SBI,SBI mutual fund launches SBI Banking & Financial Services Fund
2015-02-13 00:00:00,SBI,Hyderabad municipal corp dumps garbage in front of SBI premises for not paying tax
2015-02-13 00:00:00,ICICI,ICICIBank; Prudential plan to sell 5% stake in JV
2015-02-13 00:00:00,SBI,SBI Q3 net profit up 30%; shares surge
2015-02-14 00:00:00,SBI,SBI stock jumps 8% after Dec quarter net rises 30%
2015-02-14 00:00:00,ITC,ITC acquires Shower To Shower; Savlon brands from J&J in India
2015-02-14 00:00:00,SBI,SBI orders probe into humiliation of schoolteacher in Patna
2015-02-14 00:00:00,HDFC,HDFC Bank Q3 net profit jumps 20% at Rs 2;794.51 crore
2015-02-15 00:00:00,ONGC,ONGC Q3 profit halves to Rs 3;571 crore on fuel subsidy payments
2015-02-16 00:00:00,ITC,Sameer and Sandra get lovey dovey at ITC Windsor Bengaluru
2015-02-16 00:00:00,ITC,Sameer and Sandra get lovey dovey at ITC Windsor Bengaluru
2015-02-16 00:00:00,ITC,Chinu and Amit head to ITC Gardenia for Valentine's Day celebrations
2015-02-16 00:00:00,ITC,Chinu and Amit head to ITC Gardenia for Valentine's Day celebrations
2015-02-16 00:00:00,ITC,Vidya Singh poses for the shutterbugs at a party at ITC Grand Chola in Chennai
2015-02-16 00:00:00,ITC,Vidya Singh poses for the shutterbugs at a party at ITC Grand Chola in Chennai
2015-02-16 00:00:00,NTPC,Cops; babus & judges turn squatters in NTPC guest houses
2015-02-18 00:00:00,NTPC,NTPC commits to add
2015-02-18 00:00:00,NTPC,NTPC exploring to set up solar project in state
2015-02-19 00:00:00,NTPC,NTPC projects to bring more power to UP by 2017
2015-02-22 00:00:00,SBI,SBI plans scheme for tea growers
2015-02-23 00:00:00,ITC,Singer Karthik performs with his band Arka at a party at ITC Grand Chola; Chennai
2015-02-23 00:00:00,ITC,Singer Karthik performs with his band Arka at a party at ITC Grand Chola; Chennai
2015-02-23 00:00:00,ITC,Singer Karthik performs with his band Arka at a party at ITC Grand Chola; Chennai
2015-02-24 00:00:00,ITC,ITC to check into Park Hyatt Goa
2015-02-24 00:00:00,ITC,ITC to buy Park Hyatt Goa for Rs 515 crore
2015-02-25 00:00:00,ICICI,ICICI Pru Life's assets cross Rs 1L crore on Ulips
2015-02-25 00:00:00,ONGC,ONGC director suspended for Rs 23cr unawarded tender
2015-02-26 00:00:00,ONGC,Govt to divest ONGC after crude settles around $70
2015-02-28 00:00:00,NTPC,NTPC says Badarpur plant doesn't pollute
2015-02-28 00:00:00,SBI,Ola; SBI tie up for driver loans
2015-03-02 00:00:00,SUN,All you need to know about SAMSUNG Galaxy S6
2015-03-03 00:00:00,ITC,ITC's loss on the bourses means HUL's gain
2015-03-05 00:00:00,NTPC,NHAI & NTPC should pay Rs208 cr for repairing roads at Koradi: Govt to HC
2015-03-05 00:00:00,HCL,HCL chalega nahi; daudega; predicted founder Nadar
2015-03-05 00:00:00,HDFC,Instant bank deposits to HDFC Bank of India
2015-03-08 00:00:00,ONGC,IOC; ONGC; OIL among 5 companies named by US administration for Iran ties
2015-03-08 00:00:00,SBI,All-rounder Bisen shines in SBI win over BOI
2015-03-08 00:00:00,ITC,Jayam Ravi has a gala time at the launch of the Spring Summer 2015 collection of a fashion brand at ITC Grand Chola; Chennai
2015-03-09 00:00:00,ITC,Jayam Ravi has a gala time at the launch of the Spring Summer 2015 collection of a fashion brand at ITC Grand Chola; Chennai
2015-03-09 00:00:00,HDFC,HDFC Bank devises new card strategy
2015-03-09 00:00:00,HDFC,HDFC Bank devises new card strategy
2015-03-10 00:00:00,NTPC,Jain wants discom-NTPC pact information
2015-03-12 00:00:00,ICICI,PE giants eye $300m stake in ICICI Prudential
2015-03-12 00:00:00,ONGC,ONGC Videsh Ltd in talks for stake in 2 Russian fields
2015-03-12 00:00:00,SBI,SBI offers personal loans to existing borrowers at housing loan rates
2015-03-13 00:00:00,ITC,ITC to up cigarette prices by 14% now
2015-03-13 00:00:00,SBI,RBI triumph; SBI finish runners-up in inter-bank cricket
2015-03-14 00:00:00,SBI,SBI to put Kingfisher House on block
2015-03-14 00:00:00,NTPC,Govt clears Rs 10k cr NTPC bonus debenture issue
2015-03-15 00:00:00,HDFC,HDFC denies getting leaked papers from govt officials
2015-03-15 00:00:00,HDFC,HDFC denies getting leaked papers from govt officials
2015-03-17 00:00:00,SBI,SBI composite index for March shows significant uptrend
2015-03-17 00:00:00,ONGC,IOC; ONGC; OIL among 5 companies named by US administration for Iran ties
2015-03-17 00:00:00,NTPC,Government clears Rs 10;000 crore NTPC bonus debenture issue
2015-03-18 00:00:00,ICICI,HDFC; ICICI Banks launch m-pay apps
2015-03-19 00:00:00,NTPC,Buy NTPC now; get debentures as bonus
2015-03-20 00:00:00,SBI,SBI puts off Shariah Equity Fund; Congress MP says politics behind move
2015-03-23 00:00:00,ITC,Ruchi Singhal's painting exhibition at ITC Rajputana in Jaipur
2015-03-23 00:00:00,ITC,Ruchi Singhal's painting exhibition at ITC Rajputana in Jaipur
2015-03-23 00:00:00,ITC,Ravi and Shreen tee off in style at ITC Gardenia; Bengaluru
