publish_date,headline_category,headline_text
2005-12-16 00:00:00,ONGC,ONGC's Sharma is best PSU 'khazanchi'
2005-12-19 00:00:00,NTPC,Ministry steps in to save RIL deal with NTPC
2005-12-19 00:00:00,ONGC,ONGC performance: PM seeks report from Aiyar
2005-12-20 00:00:00,ONGC,Raje govt working on concession deal for ONGC's project
2005-12-21 00:00:00,NTPC,NTPC drags RIL to court over gas contract
2005-12-22 00:00:00,NTPC,NTPC may have to forgo Rs 12;000cr
2005-12-24 00:00:00,NTPC,Confusion over govt meet on NTPC
2005-12-25 00:00:00,NTPC,Reliance blames NTPC for gas deal deadlock
2005-12-25 00:00:00,SBI,SBI staff threatens strike in Feb '06
2005-12-26 00:00:00,NTPC,Power ministry blames oil officials for NTPC-RIL deal
2005-12-26 00:00:00,HCL,GHCL to buy 90% stake in Dan River USA
2005-12-30 00:00:00,HCL,GHCL buys American firm
2006-01-07 00:00:00,HDFC,Rising prices of real estate are unsustainable: HDFC chairman
2006-01-09 00:00:00,ICICI,SRK is ICICI Bank's brand ambassador
2006-01-11 00:00:00,HDFC,HDFC Bank net up 31% on retail boom
2006-01-17 00:00:00,NTPC,Ministry out of RIL-NTPC row
2006-01-17 00:00:00,ONGC,Govt mum over Ulfa threat to ONGC
2006-01-20 00:00:00,HCL,HCLT bags Rs 1500 crore deal
2006-01-21 00:00:00,ITC,ITC records 25% rise in net profit
2006-01-21 00:00:00,ICICI,ICICI Bank profit up 24%
2006-01-30 00:00:00,NTPC,NTPC mulls nuclear power production
2006-01-31 00:00:00,ONGC,ONGC net up 11 per cent
2006-02-02 00:00:00,ONGC,Moody's rates ONGC higher than sovereign
2006-02-02 00:00:00,SBI,ICICI Bank; SBI set to up home loan rates
2006-02-06 00:00:00,ONGC,ONGC; RIL saved in oilfield auction
2006-02-08 00:00:00,SBI,Charges framed against former SBI officials in graft cases
2006-02-08 00:00:00,ICICI,ICICI Bank to raise home loan rates by 50 bps
2006-02-09 00:00:00,ICICI,Scamsters clone ICICI Bank website
2006-02-10 00:00:00,ICICI,Scamsters clone ICICI Bank website
2006-02-14 00:00:00,SBI,SBI taps retail market with co-branded credit card
2006-02-17 00:00:00,SBI,Travellers can soon book air tickets from SBI ATMs
2006-02-20 00:00:00,HCL,Nokia deal hits HCL Info scrip
2006-02-21 00:00:00,SBI,SBI follows suit; ups home loan rates
2006-03-01 00:00:00,ICICI,ICICI Bank sets up shop in Russia
2006-03-01 00:00:00,ICICI,ICICI Bank sets up shop in Russia
2006-03-06 00:00:00,ICICI,ICICI Bank withdraws discounts on home loans
2006-03-08 00:00:00,SBI,Govt set to go for SBI stock split
2006-03-10 00:00:00,SBI,SBI announces public offer
2006-03-10 00:00:00,ONGC,ONGC eyes USD 15-b buyouts
2006-03-13 00:00:00,ICICI,IFC buys 3 per cent stake in ICICI Bank
2006-03-19 00:00:00,ONGC,ONGC to hike investment in SEZ
2006-03-20 00:00:00,NTPC,Breakdown of NTPC plants cause power crisis
2006-03-20 00:00:00,SBI,SBI set to enter securitisation mart
2006-03-21 00:00:00,ICICI,Indiatimes ICICI Bank credit card launched
2006-03-22 00:00:00,HDFC,Home loan rates set to go up: HDFC
2006-03-22 00:00:00,SBI,Govt may allow stake sale in SBI arms
2006-03-22 00:00:00,ONGC,ONGC chief ropes in PMO to cut red tape in SEZ
2006-03-23 00:00:00,SBI,Nod for SBI arms to raise funds
2006-03-23 00:00:00,NTPC,RIL; NTPC may settle out of court
2006-03-29 00:00:00,ICICI,Zee Tele reshapes old loan with ICICI Bank
2006-04-03 00:00:00,SBI,SBI staff's indefinite stir from today
2006-04-03 00:00:00,SBI,SBI employees on indefinite strike
2006-04-03 00:00:00,SBI,ATMs can serve people: SBI staff
2006-04-04 00:00:00,SBI,SBI staff stage protest over pension revision
2006-04-04 00:00:00,SBI,SBI employees' strike enters second day
2006-04-05 00:00:00,SBI,SBI turns to other banks' ATMs for help
2006-04-05 00:00:00,SBI,SBI ATMs run dry on 2nd day of strike
2006-04-05 00:00:00,NTPC,BSEB is exploring ways to pay NTPC dues
2006-04-05 00:00:00,SBI,SBI to hold talks with striking staff
2006-04-06 00:00:00,SBI,Govt; SBI staff talks end in failure
2006-04-06 00:00:00,SBI,SBI strike: UT staff to draw salary from PNB
2006-04-07 00:00:00,SBI,No pay for govt. staff; courtesy SBI strike
2006-04-07 00:00:00,SBI,SBI strike: 10;000 cops await salary
2006-04-07 00:00:00,SBI,CPI MP seeks PM's intervention in SBI strike
2006-04-07 00:00:00,SBI,SBI strike hits government payments
2006-04-09 00:00:00,SBI,FM steps in; SBI staffers' stir ends
2006-04-10 00:00:00,SBI,SBI stir ends; bankers resume work
2006-04-10 00:00:00,SBI,Chaos prevail at SBI branches; ATMs
2006-04-11 00:00:00,SBI,SBI boon: Bank unions to seek pension option
2006-04-13 00:00:00,ICICI,US firm buys 11.5% stake in ICICI OneSource
2006-04-16 00:00:00,SBI,Fire at SBI building in Mumbai
2006-04-16 00:00:00,ONGC,ONGC posts 9% rise in profit after tax
2006-04-20 00:00:00,NTPC,NTPC to go nuclear; net dips 1.7%
2006-04-27 00:00:00,HDFC,HDFC arm plans $750-m real estate fund
2006-04-28 00:00:00,ONGC,Majestic Mukesh lifts ONGC Noida Open title
2006-05-02 00:00:00,HDFC,PNB; HDFC hike home loan rates
2006-05-02 00:00:00,ONGC,ONGC to help upgrade Army IT infrastructure
2006-05-03 00:00:00,HDFC,Citigroup buys 9.3% in HDFC for Rs 3;100 cr
2006-05-05 00:00:00,ICICI,ICICI Bank ups home loan rates by 50 basis points
2006-05-08 00:00:00,NTPC,NTPC underutilisation deepens power crunch
2006-05-09 00:00:00,ONGC,Sensex above 12500; ONGC m-cap tops Rs 2 lakh cr
2006-05-11 00:00:00,ONGC,ONGC to raise output from Assam
2006-05-18 00:00:00,SBI,4-year RI to SBI clerk for embezzlement
2006-05-18 00:00:00,ONGC,ONGC hits pay dirt with small field
2006-05-20 00:00:00,ONGC,ONGC-Mittal bags Nigerian oil blocks
2006-05-25 00:00:00,ONGC,Going; going; not gone: ONGC boss gets reprieve
2006-05-25 00:00:00,ONGC,Raha hangs boot as ONGC head
2006-05-25 00:00:00,ONGC,ONGC acting chief Sharma vows to end conflicts
2006-05-26 00:00:00,ONGC,Govt hands over ONGC reins to Sharma
2006-05-28 00:00:00,SUN,SUNDAY DEBATE: Should liquor be served on domestic flights? No
2006-05-28 00:00:00,SUN,SUNDAY DEBATES: Should liquor be served on domestic flights? Yes
2006-05-31 00:00:00,ITC,CITCO sheds' ownership: Traders took out rally
2006-06-01 00:00:00,SBI,Bhattacharya is new SBI chairman
2006-06-01 00:00:00,ICICI,ICICI Bank hikes interest rates on NRI deposits
2006-06-03 00:00:00,ICICI,Pru-ICICI topples UTI Mutual Fund
2006-06-04 00:00:00,SUN,SUNDAY DEBATE: IIMs in every state: Will it dilute the brand? No
2006-06-04 00:00:00,SUN,SUNDAY DEBATE: IIMs in every state: Will it dilute the brand? Yes
2006-06-09 00:00:00,ONGC,Uncertainty looms over ONGC refinery
2006-06-11 00:00:00,SBI,SBI--KGS legal battle takes a new turn
2006-06-12 00:00:00,ONGC,Centre: AGP; ONGC men on hit list
2006-06-13 00:00:00,NTPC,Breakdown of 3 units of NTPC triggers power crisis
2006-06-17 00:00:00,SUN,SUNDAY DEBATE: Should celebs stop endorsing soft drinks? No
2006-06-17 00:00:00,SUN,SUNDAY DEBATE: Should celebs stop endorsing soft drinks? Yes
2006-06-24 00:00:00,SUN,SUNDAY DEBATE: Should ayurvedic docs be on par with allopaths? No
2006-06-24 00:00:00,SUN,SUNDAY DEBATE: Should ayurvedic docs be on par with allopaths? Yes
2006-06-27 00:00:00,ONGC,ONGC posts record profit
2006-07-01 00:00:00,SUN,SUNDAY DEBATE: J&K problem: Is joint management the solution? No
2006-07-01 00:00:00,SUN,SUNDAY DEBATE: J&K problem: Is joint management the solution? Yes
2006-07-04 00:00:00,SBI,SBI: No change in interest rates till RBI policy review
2006-07-06 00:00:00,NTPC,NTPC deal under CBI scanner
2006-07-07 00:00:00,ONGC,ONGC-Mittal to invest 6 bn dollars in Nigeria
2006-07-07 00:00:00,ONGC,ONGC-Mittal to invest 6 bn dollars in Nigeria
2006-07-08 00:00:00,SUN,SUNDAY DEBATE: Should shirking babus be made to retire early? No
2006-07-08 00:00:00,SUN,SUNDAY DEBATE: Should shirking babus be made to retire early? Yes
2006-07-16 00:00:00,ONGC,ONGC to bear crude burden
2006-07-17 00:00:00,ONGC,ONGC ranks 402 in Fortune 500
2006-07-17 00:00:00,ONGC,Govt tells ONGC to drop retail plan
2006-07-19 00:00:00,ONGC,14 in the race for ONGC top job
2006-07-21 00:00:00,ITC,After 30 yrs; Sheraton may part ways with ITC
2006-07-21 00:00:00,ITC,ITC net rises 16.8% to Rs 652.3 crore
2006-07-23 00:00:00,SUN,SUNDAY DEBATE: Should the government bring back Pota? No
2006-07-23 00:00:00,SUN,SUNDAY DEBATE: Should the government bring back Pota? Yes
2006-07-24 00:00:00,SBI,SBI seeks ministry nod for rights issue
2006-07-25 00:00:00,ONGC,ONGC to go ahead with shipping JV
2006-07-27 00:00:00,ONGC,ONGC profit up 24%; offers bonus
2006-07-27 00:00:00,ICICI,ICICI offers Ispat to Jindal
2006-07-28 00:00:00,ICICI,ICICI Bank may offer Ispat to Jindal
2006-07-28 00:00:00,SBI,SBI profit slides 35%
2006-07-30 00:00:00,SUN,SUNDAY DEBATE: Is it fair for Ganguly to criticise Dalmiya? No
2006-07-30 00:00:00,SUN,SUNDAY DEBATE: Is it fair for Ganguly to criticise Dalmiya? Yes
2006-08-01 00:00:00,ONGC,IOC posts gains after ONGC stake sale
2006-08-01 00:00:00,ONGC,IOC posts gains after ONGC stake sale
2006-08-05 00:00:00,SUN,SUNDAY DEBATE: VIP security at common man's expense? No
2006-08-05 00:00:00,SUN,SUNDAY DEBATE: VIP security at common man's expense? Yes
2006-08-08 00:00:00,ONGC,Fellowship for ONGC director
2006-08-08 00:00:00,ONGC,ONGC plans mega petrochem unit
2006-08-09 00:00:00,ICICI,ICICI Bank ups home loan rates
2006-08-09 00:00:00,ONGC,Gujarat floods shut ONGC; RIL plants
2006-08-09 00:00:00,ONGC,Gujarat floods shut ONGC; RIL plants
2006-08-12 00:00:00,SUN,SUNDAY DEBATE: Should MPs be fined for stalling House? No
2006-08-12 00:00:00,SUN,SUNDAY DEBATE: Should MPs be fined for stalling House? Yes
2006-08-15 00:00:00,ONGC,ONGC petrochem plans get nod
2006-08-17 00:00:00,SBI,More fleet: Jet knocks on SBI's door for $600 mn
2006-08-18 00:00:00,ICICI,ICICI offloads stake in IDFC
2006-08-19 00:00:00,ICICI,ICICI Bank gets Rs 1;600 cr from abroad
2006-08-19 00:00:00,SBI,SBI hikes deposit rates by 0.25-0.5%
2006-08-20 00:00:00,NTPC,CERC directs NTPC to arrange for gas
2006-08-20 00:00:00,SUN,SUNDAY DEBATE: Islamic Fascism: Bushism or fact? Bushism
2006-08-20 00:00:00,SUN,SUNDAY DEBATE: Islamic Fascism: Bushism or fact? Fact
2006-08-21 00:00:00,SBI,SBI not to hike home loan rates
2006-08-22 00:00:00,ICICI,ICICI's woes with regulators go on
2006-08-24 00:00:00,SBI,SBI will not review rates
2006-08-25 00:00:00,NTPC,NTPC; SCCL to form a JV
2006-08-25 00:00:00,SBI,Cabinet paves way for SBI
2006-08-27 00:00:00,SUN,SUNDAY DEBATE: Hair controversy: Did Pakistan overreact? No
2006-08-27 00:00:00,SUN,SUNDAY DEBATE: Hair controversy: Did Pakistan overreact? Yes
2006-08-29 00:00:00,ITC,Market strong; ITC; Indiabulls; Titan stocks up
2006-08-30 00:00:00,SBI,More names in SBI MF scandal
2006-08-30 00:00:00,HDFC,Market choppy; Ranbaxy; HDFC stocks up
2006-08-31 00:00:00,HDFC,Markets volatile; MTNL; HDFC stocks down
2006-09-03 00:00:00,SUN,SUNDAY DEBATE: Should couples be fined for a third child? No
2006-09-03 00:00:00,SUN,SUNDAY DEBATE: Should couples be fined for a third child? Yes
2006-09-05 00:00:00,ONGC,ONGC eyes RIL; Essar to sell Barmer crude
2006-09-07 00:00:00,HDFC,CCEA to discuss HDFC proposal
2006-09-07 00:00:00,HDFC,Market weak; HDFC; L&T stocks firm
2006-09-09 00:00:00,SUN,SUNDAY DEBATE: Should the subsidy on Haj be withdrawn? No
2006-09-09 00:00:00,SUN,SUNDAY DEBATE: Should the subsidy on Haj be withdrawn? Yes
2006-09-12 00:00:00,ONGC,ONGC inks oil pact with Cuba
2006-09-12 00:00:00,HDFC,Market volatile; TCS; HDFC Bank stock up
2006-09-14 00:00:00,ITC,ITC snaps ties with Marriott
2006-09-16 00:00:00,SBI,2 SBI officials chargesheeted
2006-09-17 00:00:00,SUN,SUNDAY DEBATE: Should we have Special Security Zones? Yes
2006-09-17 00:00:00,SUN,SUNDAY DEBATE: Should we have Special Security Zones? No
2006-09-17 00:00:00,SBI,Singapore to allow SBI key banking licence
2006-09-19 00:00:00,ONGC,ONGC to acquire oil firm in Columbia
2006-09-19 00:00:00,NTPC,NTPC plans nuclear plants
2006-09-19 00:00:00,ONGC,JVs with Mittal firms on track; says ONGC
2006-09-19 00:00:00,ONGC,JVs with Mittal firms on track; says ONGC
2006-09-24 00:00:00,SUN,SUNDAY DEBATE: Should govt spend on self-promotion ads? No
2006-09-24 00:00:00,SUN,SUNDAY DEBATE: Should govt spend on self-promotion ads? Yes
2006-09-26 00:00:00,NTPC,ADB okays $300m loan for NTPC
2006-09-26 00:00:00,NTPC,HC rejects RIL's plea in NTPC row
2006-09-26 00:00:00,HDFC,Market recovers; HDFC; Reliance stocks up
2006-09-29 00:00:00,ICICI,No clarity: ICICI puts loans on hold
2006-09-30 00:00:00,ONGC,HPCL to pump oil from ONGC Mumbai field
2006-10-01 00:00:00,SUN,SUNDAY DEBATE: Will Lyngdoh Report clean campus politics? No
2006-10-01 00:00:00,SUN,SUNDAY DEBATE: Will Lyngdoh Report clean campus politics? Yes
2006-10-07 00:00:00,ONGC,ONGC-Mittal wins 3rd block in Nigeria
2006-10-08 00:00:00,SUN,SUNDAY DEBATE: Is Gandhigiri just a passing fad? No
2006-10-08 00:00:00,SUN,SUNDAY DEBATE: Is Gandhigiri just a passing fad? Yes
2006-10-09 00:00:00,NTPC,NTPC seeks JV with Qatar body
2006-10-13 00:00:00,ONGC,More board muscle for ONGC Videsh
2006-10-13 00:00:00,ONGC,RIL overtakes ONGC to become largest in m-cap
2006-10-15 00:00:00,SUN,SUNDAY DEBATE: Will more MPs mean more democracy? No
2006-10-15 00:00:00,SUN,SUNDAY DEBATE: Will more MPs mean more democracy? Yes
2006-10-16 00:00:00,HCL,HCL Tech Q1 net at Rs 205.83 crore
2006-10-17 00:00:00,ONGC,ONGC set to settle investors' grievance
2006-10-18 00:00:00,HDFC,HDFC Bank Q2 net rises 31% done
2006-10-20 00:00:00,ONGC,ONGC profit remains flat
2006-10-23 00:00:00,ONGC,ONGC faces a royalty squeeze
2006-10-25 00:00:00,ONGC,ONGC may nix SEZ plans in AP
2006-10-25 00:00:00,ONGC,AP questions ONGC's review of SEZ plan
2006-10-25 00:00:00,ICICI,ICICI Bank Q2 profit up 30% to Rs 755 cr
2006-10-30 00:00:00,NTPC,NTPC PAT grows 27%
2006-10-30 00:00:00,ITC,ITC Q2 net rises 18.7%
2006-11-02 00:00:00,HDFC,FIR against HDFC officials in Delhi
2006-11-03 00:00:00,ONGC,ONGC; Norsk may swap stakes in oilfields
2006-11-04 00:00:00,ONGC,ONGC ties up with Hindujas
2006-11-05 00:00:00,SUN,SUNDAY DEBATE: Is verbal abuse domestic violence? No
2006-11-05 00:00:00,SUN,SUNDAY DEBATE: Is verbal abuse domestic violence? Yes
2006-11-12 00:00:00,SUN,SUNDAY DEBATE: Should SMS lingo be allowed in exams? No
2006-11-12 00:00:00,SUN,SUNDAY DEBATE: Should SMS lingo be allowed in exams? Yes
2006-11-13 00:00:00,HCL,HCL bags Rs 591cr order from BSNL
2006-11-17 00:00:00,ONGC,Govt set to rope in RIL; ONGC for Dabhol gas
2006-11-17 00:00:00,SBI,Be web wary: Phishing hits SBI; other banks
2006-11-19 00:00:00,SUN,SUNDAY DEBATE: Security Council reforms: Priority for India? No
2006-11-19 00:00:00,SUN,SUNDAY DEBATE: Security Council reforms: Priority for India? Yes
2006-11-21 00:00:00,ICICI,Temasek; GIC can now hike stake in ICICI Bank
2006-11-24 00:00:00,HDFC,HDFC Bank can now open branches
2006-11-24 00:00:00,ONGC,Panel spikes DGH's stand on ONGC
2006-11-25 00:00:00,HDFC,UBS picks up Crown stake in HDFC
2006-11-26 00:00:00,SUN,SUNDAY DEBATE: Should college faculty be on contract? No
2006-11-26 00:00:00,SUN,SUNDAY DEBATE: Should college faculty be on contract? Yes
2006-11-28 00:00:00,NTPC,NTPC at 3rd place in market cap list
2006-12-02 00:00:00,HCL,HCL Technologies designs car that can read sign boards
2006-12-02 00:00:00,SUN,SUNDAY DEBATE: Should MPs comment on Indian cricket? No
2006-12-02 00:00:00,SUN,SUNDAY DEBATE: Should MPs comment on Indian cricket? Yes
2006-12-07 00:00:00,NTPC,Govt drafts formula to settle RIL-NTPC row
2006-12-08 00:00:00,SBI,SBI plans public offer next year
2006-12-08 00:00:00,ONGC,GAIL and ONGC clear MoU test
2006-12-09 00:00:00,ICICI,ICICI Bank may buy Sangli Bank
2006-12-09 00:00:00,SUN,SUNDAY DEBATE: Repeal Special Armed Forces Act in N-E? No
2006-12-09 00:00:00,SUN,SUNDAY DEBATE: Repeal Special Armed Forces Act in N-E? Yes
2006-12-09 00:00:00,ICICI,ICICI to pay Rs 302 cr to acquire Sangli bank
2006-12-09 00:00:00,ICICI,ICICI to pay Rs 302 cr to acquire Sangli bank
2006-12-11 00:00:00,ONGC,'ONGC's view immaterial'
2006-12-14 00:00:00,ONGC,ONGC Mittal set for Turkmenistan deal
2006-12-14 00:00:00,ICICI,ICICI hikes home loan rates by 0.5%
2006-12-15 00:00:00,HCL,HCL Tech to offer 1:1 bonus shares
2006-12-16 00:00:00,SUN,SUNDAY DEBATE: Scrap police verification for passport? No
2006-12-16 00:00:00,SUN,SUNDAY DEBATE: Scrap police verification for passport? Yes
2006-12-18 00:00:00,SBI,SBI top advance tax payer
2006-12-18 00:00:00,ONGC,ONGC strikes gas in Mahanadi
2006-12-19 00:00:00,SBI,Bill to amend SBI Act ready
2006-12-20 00:00:00,HCL,HCLT bags Skandia deal
2006-12-23 00:00:00,HDFC,HDFC Bank hikes lending rate by 150 bps to 13%
2006-12-23 00:00:00,SUN,SUNDAY DEBATE: Do we need a rural health cadre? No
2006-12-23 00:00:00,SUN,SUNDAY DEBATE: Do we need a rural health cadre? Yes
2006-12-25 00:00:00,ONGC,ONGC; Exxon win oil blocs in Libya
2006-12-26 00:00:00,ITC,ITC; Marubeni join hands for food biz
2006-12-26 00:00:00,ONGC,ONGC seeks partner for Dahej unit
2006-12-26 00:00:00,SBI,SBI hikes PLR by 50 bps
2006-12-27 00:00:00,ONGC,RIL; ONGC may get $4.5/mBtu for gas
2006-12-27 00:00:00,SBI,SBI hikes PLR by 0.5%; rest may follow
2006-12-29 00:00:00,ONGC,ONGC set for a mega gas find
2007-01-03 00:00:00,ONGC,GAIL; ONGC to ink gas marketing pact
2007-01-04 00:00:00,NTPC,Cabinet secy pushes for RIL-NTPC deal
2007-01-05 00:00:00,HDFC,HDFC hikes PLR by 0.5%
2007-01-15 00:00:00,ONGC,Govt accepts Cairn-ONGC pipeline plan
2007-01-15 00:00:00,HCL,HCL Q2 revenues up 39%; at Rs 1;465 cr
2007-01-17 00:00:00,ONGC,Yemen invites ONGC to build refineries
2007-01-18 00:00:00,ITC,Peace brings ITC garment unit in Nepal
2007-01-22 00:00:00,ITC,ITC hospitality plans North-East foray
2007-01-25 00:00:00,SBI,Centre picks SBI for I-T refund
2007-01-26 00:00:00,ONGC,ONGC; Rosneft ink JV
2007-01-29 00:00:00,ONGC,ONGC to finalise developer for SEZ
2007-01-29 00:00:00,ONGC,ONGC may bid for Dabhol project
2007-01-29 00:00:00,ONGC,ONGC signs technical pact with TGT of Russia
2007-01-30 00:00:00,ONGC,ONGC posts 20% jump in Q3 profit
2007-01-30 00:00:00,SBI,Singapore shores closer for ICICI; SBI
2007-02-01 00:00:00,NTPC,NTPC profit up 18% in Q3
2007-02-02 00:00:00,SBI,Cabinet okays SBI stake transfer
2007-02-03 00:00:00,SBI,SBI; ICICI Bank face delay in Singapore
2007-02-03 00:00:00,ONGC,GAIL; ONGC join hands to set up pipeline
2007-02-06 00:00:00,SBI,SBI looks overseas for $700m debt
2007-02-07 00:00:00,ONGC,Govt scraps names for ONGC chairman
2007-02-07 00:00:00,ICICI,ICICI Bank hikes interest rates
2007-02-08 00:00:00,SBI,SBI to set up 3000 ATMs across India
2007-02-08 00:00:00,ONGC,ONGC hunt: Govt to look at pvt sector for talent
2007-02-15 00:00:00,ICICI,Indian Railways; ICICI bank sign MoU
2007-02-20 00:00:00,SBI,SBI hikes lending rate by 1%; HDFC to follow
2007-02-24 00:00:00,ICICI,ICICI Bank hikes rates by 0.5%
2007-02-24 00:00:00,SUN,SHASHI ON SUNDAY: The elephant who became a tiger
2007-02-28 00:00:00,ICICI,Prudential ICICI MF faces Sebi; postal dept's wrath
2007-02-28 00:00:00,SBI,SBI to get corpus to get scholarships
2007-03-02 00:00:00,ONGC,Govt delay hits ONGC; investors
2007-03-03 00:00:00,ICICI,Reliance; Pru-ICICI both claim No 1 in MF
2007-03-03 00:00:00,SUN,SHASHI ON SUNDAY: On racism and censorship
2007-03-06 00:00:00,ICICI,ICICI sets up holding co for insurance
2007-03-07 00:00:00,SBI,SBI to hike loan rates
2007-03-08 00:00:00,SBI,SBI to raise personal loan rates by .75%
2007-03-08 00:00:00,NTPC,SC dismisses NTPC's claim against Siemens
2007-03-10 00:00:00,SUN,SHASHI ON SUNDAY: India; Jones and the template of dhoom
2007-03-13 00:00:00,ONGC,ONGC blames DGH for crash in share price
2007-03-13 00:00:00,ONGC,ONGC gets Rs 1700 cr insurance payment
2007-03-15 00:00:00,ITC,ITC forays into snacks business
2007-03-16 00:00:00,HCL,Govt plans loan waiver to pull HCL out of trouble
2007-03-18 00:00:00,SUN,SHASHI ON SUNDAY: Planet India: From wild dreams to plans
2007-03-22 00:00:00,ICICI,ICICI Pru's new mantra: Catch 'em young
2007-03-24 00:00:00,SBI,SBI; ICICI Bank step up fund raising drive
2007-03-24 00:00:00,SUN,SHASHI ON SUNDAY: Save the sari from a sorry fate
2007-03-26 00:00:00,ONGC,'Mittal's stake in HPCL against pact with ONGC'
2007-03-31 00:00:00,ONGC,ONGC hold Salgaocar in NFL second division
2007-03-31 00:00:00,ONGC,ONGC hold Salgaocar in NFL second division
